record_id,year,month,quarter,department,district,state,scheme,contractor_id,contractor_risk,district_tier,centre_released,state_allocated,district_allocated,contractor_paid,diff_amount,diff_percent,spending_ratio,is_overspend,completion_pct,label_type,label,risk_level
REC01332,2021,3,1,Infrastructure,Anand,Gujarat,Swachh Bharat Mission,C092,medium,3,833.69,809.87,793.99,676.79,117.2,14.76,0.8524,0,74,normal,0,green
REC09084,2023,10,4,Housing,Vadodara,Gujarat,Sarva Shiksha Abhiyan,C097,medium,2,366.83,356.35,349.36,471.72,122.36,35.02,1.3502,1,37,anomaly_over,2,red
REC08111,2023,5,2,Education,Dahanu,Maharashtra,Ayushman Bharat,C017,low,3,206.13,200.24,196.31,210.43,14.12,7.19,1.0719,1,36,warning,1,yellow
REC07363,2022,7,3,Agriculture,Vadodara,Gujarat,PM Gram Sadak Yojana,C070,low,2,147.82,143.6,140.78,154.89,14.11,10.02,1.1002,1,36,warning,1,yellow
REC02432,2024,9,3,Agriculture,Pune,Maharashtra,PM Awas Yojana,C042,low,1,256.28,248.96,244.08,197.85,46.23,18.94,0.8106,0,66,normal,0,green
REC06270,2023,9,3,Infrastructure,Mumbai,Maharashtra,MGNREGA,C007,medium,1,3317.61,3222.82,3159.63,2829.34,330.29,10.45,0.8955,0,79,normal,0,green
REC01527,2022,12,4,Housing,Nashik,Maharashtra,PM Awas Yojana,C024,low,2,189.08,183.68,180.08,139.76,40.32,22.39,0.7761,0,79,normal,0,green
REC04380,2024,8,3,Health,Rajkot,Gujarat,Ayushman Bharat,C053,low,2,370.1,359.53,352.48,298.45,54.03,15.33,0.8467,0,72,normal,0,green
REC00680,2021,1,1,Agriculture,Anand,Gujarat,PM Gram Sadak Yojana,C053,low,3,187.36,182.01,178.44,117.83,60.61,33.97,0.6603,0,92,normal,0,green
REC02137,2022,7,3,Agriculture,Rajkot,Gujarat,Ayushman Bharat,C045,medium,2,295.92,287.47,281.83,252.43,29.4,10.43,0.8957,0,82,normal,0,green
REC09767,2022,12,4,Agriculture,Nagpur,Maharashtra,PM Fasal Bima Yojana,C093,medium,2,102.27,99.35,97.4,33.44,63.96,65.67,0.3433,0,15,anomaly_under,2,red
REC06904,2023,9,3,Housing,Bharuch,Gujarat,Jal Jeevan Mission,C095,low,3,369.48,358.93,351.89,267.2,84.69,24.07,0.7593,0,76,normal,0,green
REC04840,2022,6,2,Agriculture,Rajkot,Gujarat,PM Fasal Bima Yojana,C028,low,2,305.05,296.33,290.52,215.79,74.73,25.72,0.7428,0,72,normal,0,green
REC07905,2023,3,1,Infrastructure,Mumbai,Maharashtra,PM Gram Sadak Yojana,C097,medium,1,2869.6,2787.61,2732.95,3014.8,281.85,10.31,1.1031,1,44,warning,1,yellow
REC06638,2021,10,4,Health,Anand,Gujarat,PM Awas Yojana,C051,low,3,42.25,41.04,40.24,36.01,4.23,10.51,0.8949,0,81,normal,0,green
REC00345,2022,9,3,Infrastructure,Rajkot,Gujarat,Jal Jeevan Mission,C041,low,2,1243.19,1207.67,1183.99,1004.56,179.43,15.15,0.8485,0,71,normal,0,green
REC04051,2023,4,2,Health,Pune,Maharashtra,PM Fasal Bima Yojana,C097,medium,1,271.15,263.4,258.24,240.94,17.3,6.7,0.933,0,68,normal,0,green
REC02307,2023,12,4,Education,Pune,Maharashtra,PM Fasal Bima Yojana,C043,low,1,181.36,176.17,172.72,164.86,7.86,4.55,0.9545,0,85,normal,0,green
REC05760,2021,9,3,Agriculture,Vadodara,Gujarat,Jal Jeevan Mission,C016,medium,2,248.48,241.38,236.65,172.41,64.24,27.15,0.7285,0,63,normal,0,green
REC06900,2024,6,2,Sanitation,Ahmedabad,Gujarat,Sarva Shiksha Abhiyan,C100,low,1,160.4,155.82,152.76,134.4,18.36,12.02,0.8798,0,90,normal,0,green
REC04163,2022,3,1,Sanitation,Vadodara,Gujarat,Ayushman Bharat,C084,low,2,59.44,57.74,56.61,51.28,5.33,9.42,0.9058,0,71,normal,0,green
REC02990,2023,7,3,Agriculture,Nashik,Maharashtra,Ayushman Bharat,C038,medium,2,245.44,238.43,233.75,147.84,85.91,36.75,0.6325,0,91,normal,0,green
REC09446,2022,8,3,Education,Nagpur,Maharashtra,Swachh Bharat Mission,C049,low,2,219.43,213.16,208.98,99.86,109.12,52.22,0.4778,0,7,anomaly_under,2,red
REC02797,2023,12,4,Sanitation,Raigad,Maharashtra,PM Fasal Bima Yojana,C091,low,3,116.5,113.17,110.95,99.56,11.39,10.27,0.8973,0,63,normal,0,green
REC08155,2022,4,2,Infrastructure,Raigad,Maharashtra,Ayushman Bharat,C096,medium,3,443.31,430.64,422.2,483.0,60.8,14.4,1.144,1,51,warning,1,yellow
REC00217,2022,8,3,Sanitation,Mumbai,Maharashtra,Swachh Bharat Mission,C031,low,1,93.69,91.01,89.23,79.47,9.76,10.94,0.8906,0,67,normal,0,green
REC02843,2022,3,1,Housing,Palghar,Maharashtra,PM Awas Yojana,C004,low,3,387.05,375.99,368.62,340.9,27.72,7.52,0.9248,0,79,normal,0,green
REC06951,2024,1,1,Sanitation,Surat,Gujarat,PM Gram Sadak Yojana,C018,low,1,100.49,97.61,95.7,85.84,9.86,10.3,0.897,0,85,normal,0,green
REC00226,2021,12,4,Infrastructure,Surat,Gujarat,Ayushman Bharat,C049,low,1,4071.05,3954.73,3877.19,3026.14,851.05,21.95,0.7805,0,70,normal,0,green
REC02673,2022,7,3,Agriculture,Rajkot,Gujarat,PM Fasal Bima Yojana,C076,medium,2,270.19,262.47,257.32,203.94,53.38,20.74,0.7926,0,77,normal,0,green
REC07656,2021,5,2,Sanitation,Rajkot,Gujarat,Ayushman Bharat,C056,low,2,94.17,91.48,89.69,96.22,6.53,7.28,1.0728,1,67,warning,1,yellow
REC07083,2023,6,2,Agriculture,Vadodara,Gujarat,PM Fasal Bima Yojana,C019,medium,2,71.97,69.91,68.54,37.7,30.84,45.0,0.55,0,47,warning,1,yellow
REC01033,2024,3,1,Housing,Nashik,Maharashtra,PM Awas Yojana,C001,low,2,263.56,256.03,251.01,216.14,34.87,13.89,0.8611,0,78,normal,0,green
REC08834,2021,5,2,Infrastructure,Surat,Gujarat,Ayushman Bharat,C004,low,1,2071.58,2012.39,1972.93,2850.49,877.56,44.48,1.4448,1,52,anomaly_over,2,red
REC08788,2024,2,1,Sanitation,Raigad,Maharashtra,PM Fasal Bima Yojana,C089,medium,3,55.79,54.19,53.13,77.68,24.55,46.21,1.4621,1,53,anomaly_over,2,red
REC00786,2023,3,1,Housing,Mumbai,Maharashtra,Swachh Bharat Mission,C075,low,1,1008.58,979.76,960.55,768.97,191.58,19.94,0.8006,0,70,normal,0,green
REC01487,2021,12,4,Housing,Pune,Maharashtra,PM Gram Sadak Yojana,C035,medium,1,724.83,704.12,690.31,591.16,99.15,14.36,0.8564,0,62,normal,0,green
REC00386,2024,2,1,Infrastructure,Pune,Maharashtra,Jal Jeevan Mission,C089,medium,1,3607.09,3504.03,3435.32,2557.9,877.42,25.54,0.7446,0,85,normal,0,green
REC02317,2022,8,3,Sanitation,Anand,Gujarat,MGNREGA,C026,medium,3,15.89,15.43,15.13,13.92,1.21,8.0,0.92,0,87,normal,0,green
REC00703,2023,11,4,Sanitation,Palghar,Maharashtra,MGNREGA,C077,low,3,58.56,56.89,55.77,53.23,2.54,4.55,0.9545,0,71,normal,0,green
REC06196,2023,4,2,Education,Surat,Gujarat,Jal Jeevan Mission,C055,low,1,328.59,319.2,312.94,290.47,22.47,7.18,0.9282,0,67,normal,0,green
REC06257,2021,12,4,Sanitation,Palghar,Maharashtra,MGNREGA,C006,low,3,37.35,36.28,35.57,33.87,1.7,4.78,0.9522,0,88,normal,0,green
REC07519,2024,1,1,Infrastructure,Rajkot,Gujarat,Sarva Shiksha Abhiyan,C007,medium,2,623.71,605.89,594.01,665.91,71.9,12.1,1.121,1,49,warning,1,yellow
REC02478,2024,2,1,Sanitation,Nashik,Maharashtra,PM Fasal Bima Yojana,C030,low,2,195.08,189.51,185.79,151.38,34.41,18.52,0.8148,0,70,normal,0,green
REC06091,2021,8,3,Sanitation,Pune,Maharashtra,Ayushman Bharat,C055,low,1,147.17,142.96,140.16,132.6,7.56,5.39,0.9461,0,64,normal,0,green
REC00352,2023,10,4,Sanitation,Rajkot,Gujarat,Sarva Shiksha Abhiyan,C055,low,2,173.49,168.53,165.23,157.18,8.05,4.87,0.9513,0,94,normal,0,green
REC03736,2023,12,4,Education,Mumbai,Maharashtra,PM Gram Sadak Yojana,C099,medium,1,275.32,267.45,262.21,252.56,9.65,3.68,0.9632,0,89,normal,0,green
REC09216,2024,10,4,Sanitation,Bharuch,Gujarat,PM Awas Yojana,C074,medium,3,29.9,29.05,28.48,37.18,8.7,30.55,1.3055,1,48,anomaly_over,2,red
REC05405,2022,1,1,Sanitation,Pune,Maharashtra,Jal Jeevan Mission,C094,low,1,102.41,99.48,97.53,86.64,10.89,11.17,0.8883,0,91,normal,0,green
REC00035,2021,5,2,Sanitation,Nashik,Maharashtra,Jal Jeevan Mission,C091,low,2,119.86,116.43,114.15,94.67,19.48,17.07,0.8293,0,74,normal,0,green
REC00287,2024,12,4,Sanitation,Mumbai,Maharashtra,Jal Jeevan Mission,C045,medium,1,95.18,92.46,90.65,80.71,9.94,10.97,0.8903,0,79,normal,0,green
REC08324,2022,3,1,Health,Vadodara,Gujarat,Swachh Bharat Mission,C071,low,2,282.95,274.87,269.48,287.8,18.32,6.8,1.068,1,57,warning,1,yellow
REC04451,2022,2,1,Agriculture,Raigad,Maharashtra,Sarva Shiksha Abhiyan,C087,low,3,56.77,55.15,54.07,35.55,18.52,34.25,0.6575,0,74,normal,0,green
REC00446,2021,6,2,Sanitation,Nashik,Maharashtra,PM Gram Sadak Yojana,C083,medium,2,165.89,161.15,157.99,152.93,5.06,3.2,0.968,0,70,normal,0,green
REC00465,2022,2,1,Education,Ahmedabad,Gujarat,Sarva Shiksha Abhiyan,C082,low,1,602.53,585.32,573.84,525.6,48.24,8.41,0.9159,0,86,normal,0,green
REC04694,2024,5,2,Health,Ahmedabad,Gujarat,PM Fasal Bima Yojana,C013,medium,1,393.9,382.64,375.14,311.84,63.3,16.87,0.8313,0,89,normal,0,green
REC03712,2023,3,1,Infrastructure,Vadodara,Gujarat,PM Awas Yojana,C017,low,2,1540.97,1496.94,1467.59,1253.56,214.03,14.58,0.8542,0,78,normal,0,green
REC04197,2023,3,1,Infrastructure,Nashik,Maharashtra,Jal Jeevan Mission,C012,medium,2,1240.15,1204.72,1181.1,1084.84,96.26,8.15,0.9185,0,86,normal,0,green
REC00501,2024,12,4,Health,Ahmedabad,Gujarat,Jal Jeevan Mission,C067,low,1,595.32,578.31,566.97,498.83,68.14,12.02,0.8798,0,65,normal,0,green
REC02197,2024,3,1,Agriculture,Anand,Gujarat,PM Awas Yojana,C067,low,3,123.89,120.35,117.99,95.5,22.49,19.06,0.8094,0,79,normal,0,green
REC08885,2021,6,2,Education,Palghar,Maharashtra,Swachh Bharat Mission,C001,low,3,114.59,111.31,109.13,150.25,41.12,37.68,1.3768,1,37,anomaly_over,2,red
REC09604,2022,11,4,Education,Vadodara,Gujarat,Swachh Bharat Mission,C011,low,2,143.4,139.3,136.57,37.83,98.74,72.3,0.277,0,16,anomaly_under,2,red
REC03189,2024,8,3,Education,Ahmedabad,Gujarat,Sarva Shiksha Abhiyan,C020,medium,1,79.25,76.99,75.48,70.03,5.45,7.22,0.9278,0,84,normal,0,green
REC00638,2023,8,3,Sanitation,Nashik,Maharashtra,Swachh Bharat Mission,C030,low,2,23.49,22.82,22.37,19.17,3.2,14.3,0.857,0,70,normal,0,green
REC07785,2021,8,3,Agriculture,Nandurbar,Maharashtra,PM Fasal Bima Yojana,C001,low,3,95.59,92.86,91.04,50.07,40.97,45.0,0.55,0,38,warning,1,yellow
REC02828,2023,3,1,Agriculture,Nagpur,Maharashtra,PM Fasal Bima Yojana,C017,low,2,267.21,259.58,254.49,218.73,35.76,14.05,0.8595,0,92,normal,0,green
REC04543,2022,5,2,Sanitation,Mumbai,Maharashtra,Swachh Bharat Mission,C026,medium,1,126.16,122.55,120.15,114.87,5.28,4.39,0.9561,0,68,normal,0,green
REC00293,2024,4,2,Housing,Mumbai,Maharashtra,PM Gram Sadak Yojana,C056,low,1,1032.83,1003.32,983.65,855.39,128.26,13.04,0.8696,0,77,normal,0,green
REC08758,2023,7,3,Health,Vadodara,Gujarat,PM Gram Sadak Yojana,C063,medium,2,185.64,180.34,176.8,265.82,89.02,50.35,1.5035,1,40,anomaly_over,2,red
REC09908,2021,4,2,Infrastructure,Anand,Gujarat,PM Awas Yojana,C038,medium,3,1085.67,1054.65,1033.97,176.48,857.49,82.93,0.1707,0,27,anomaly_under,2,red
REC03903,2022,9,3,Sanitation,Bharuch,Gujarat,PM Awas Yojana,C006,low,3,80.83,78.52,76.98,68.55,8.43,10.95,0.8905,0,77,normal,0,green
REC06991,2023,5,2,Sanitation,Rajkot,Gujarat,Swachh Bharat Mission,C080,medium,2,109.33,106.2,104.12,99.83,4.29,4.12,0.9588,0,76,normal,0,green
REC08996,2022,1,1,Health,Anand,Gujarat,PM Fasal Bima Yojana,C054,high,3,273.4,265.59,260.38,401.12,140.74,54.05,1.5405,1,31,anomaly_over,2,red
REC05970,2021,1,1,Education,Raigad,Maharashtra,PM Fasal Bima Yojana,C043,low,3,172.7,167.77,164.48,148.35,16.13,9.81,0.9019,0,63,normal,0,green
REC04319,2023,7,3,Sanitation,Rajkot,Gujarat,Sarva Shiksha Abhiyan,C051,low,2,31.63,30.72,30.12,27.23,2.89,9.59,0.9041,0,80,normal,0,green
REC09395,2022,2,1,Housing,Bharuch,Gujarat,MGNREGA,C092,medium,3,143.18,139.09,136.36,64.19,72.17,52.93,0.4707,0,22,anomaly_under,2,red
REC05134,2021,6,2,Sanitation,Ahmedabad,Gujarat,Swachh Bharat Mission,C007,medium,1,66.3,64.4,63.14,56.57,6.57,10.41,0.8959,0,72,normal,0,green
REC01150,2024,8,3,Sanitation,Vadodara,Gujarat,PM Fasal Bima Yojana,C001,low,2,60.02,58.3,57.16,47.77,9.39,16.43,0.8357,0,78,normal,0,green
REC05684,2023,5,2,Infrastructure,Raigad,Maharashtra,MGNREGA,C050,medium,3,245.3,238.29,233.62,200.66,32.96,14.11,0.8589,0,82,normal,0,green
REC02925,2022,3,1,Education,Rajkot,Gujarat,Ayushman Bharat,C019,medium,2,398.84,387.45,379.85,352.81,27.04,7.12,0.9288,0,70,normal,0,green
REC04590,2024,3,1,Health,Vadodara,Gujarat,Jal Jeevan Mission,C032,medium,2,99.19,96.36,94.47,86.21,8.26,8.74,0.9126,0,76,normal,0,green
REC02410,2021,4,2,Infrastructure,Surat,Gujarat,Ayushman Bharat,C090,low,1,1358.84,1320.01,1294.13,924.95,369.18,28.53,0.7147,0,61,normal,0,green
REC08853,2023,9,3,Sanitation,Raigad,Maharashtra,MGNREGA,C029,low,3,51.86,50.38,49.39,70.92,21.53,43.59,1.4359,1,51,anomaly_over,2,red
REC09226,2022,6,2,Health,Anand,Gujarat,Ayushman Bharat,C032,medium,3,197.31,191.67,187.91,223.73,35.82,19.06,1.1906,1,20,anomaly_over,2,red
REC06161,2024,11,4,Agriculture,Nandurbar,Maharashtra,PM Gram Sadak Yojana,C042,low,3,151.95,147.6,144.71,108.64,36.07,24.93,0.7507,0,75,normal,0,green
REC05872,2021,1,1,Health,Mumbai,Maharashtra,Jal Jeevan Mission,C015,medium,1,153.03,148.65,145.74,128.24,17.5,12.01,0.8799,0,85,normal,0,green
REC05056,2021,12,4,Agriculture,Bharuch,Gujarat,MGNREGA,C061,low,3,94.92,92.21,90.4,79.13,11.27,12.47,0.8753,0,72,normal,0,green
REC09416,2022,5,2,Education,Nagpur,Maharashtra,PM Awas Yojana,C096,medium,2,399.75,388.32,380.71,76.55,304.16,79.89,0.2011,0,28,anomaly_under,2,red
REC03729,2022,1,1,Infrastructure,Palghar,Maharashtra,PM Fasal Bima Yojana,C061,low,3,565.29,549.14,538.37,457.44,80.93,15.03,0.8497,0,60,normal,0,green
REC09707,2022,7,3,Agriculture,Anand,Gujarat,PM Fasal Bima Yojana,C055,low,3,97.69,94.9,93.04,22.61,70.43,75.7,0.243,0,8,anomaly_under,2,red
REC05508,2021,5,2,Sanitation,Vadodara,Gujarat,Jal Jeevan Mission,C043,low,2,67.57,65.64,64.35,59.39,4.96,7.71,0.9229,0,67,normal,0,green
REC05774,2022,2,1,Education,Anand,Gujarat,Ayushman Bharat,C056,low,3,191.77,186.29,182.64,163.04,19.6,10.73,0.8927,0,63,normal,0,green
REC06119,2024,3,1,Education,Anand,Gujarat,Ayushman Bharat,C025,low,3,192.42,186.93,183.26,170.17,13.09,7.14,0.9286,0,88,normal,0,green
REC05474,2021,1,1,Housing,Mumbai,Maharashtra,PM Fasal Bima Yojana,C047,low,1,308.08,299.28,293.41,227.71,65.7,22.39,0.7761,0,93,normal,0,green
REC07359,2021,11,4,Sanitation,Surat,Gujarat,Sarva Shiksha Abhiyan,C092,medium,1,180.26,175.11,171.68,185.63,13.95,8.13,1.0813,1,38,warning,1,yellow
REC01938,2021,5,2,Infrastructure,Bharuch,Gujarat,Jal Jeevan Mission,C017,low,3,838.4,814.45,798.48,624.98,173.5,21.73,0.7827,0,74,normal,0,green
REC08668,2022,7,3,Education,Raigad,Maharashtra,MGNREGA,C095,low,3,93.14,90.47,88.7,129.99,41.29,46.55,1.4655,1,47,anomaly_over,2,red
REC00311,2022,2,1,Agriculture,Mumbai,Maharashtra,Jal Jeevan Mission,C019,medium,1,326.75,317.41,311.19,235.91,75.28,24.19,0.7581,0,66,normal,0,green
REC08443,2021,1,1,Infrastructure,Rajkot,Gujarat,PM Gram Sadak Yojana,C046,low,2,1173.74,1140.21,1117.85,1220.3,102.45,9.16,1.0916,1,50,warning,1,yellow
REC07367,2021,5,2,Education,Rajkot,Gujarat,PM Gram Sadak Yojana,C021,low,2,306.58,297.82,291.98,329.34,37.36,12.8,1.128,1,53,warning,1,yellow
REC04635,2021,4,2,Education,Rajkot,Gujarat,Ayushman Bharat,C068,medium,2,317.97,308.89,302.83,266.12,36.71,12.12,0.8788,0,85,normal,0,green
REC08362,2024,7,3,Sanitation,Ahmedabad,Gujarat,Sarva Shiksha Abhiyan,C013,medium,1,173.84,168.87,165.56,186.84,21.28,12.85,1.1285,1,57,warning,1,yellow
REC00382,2021,2,1,Education,Surat,Gujarat,Jal Jeevan Mission,C024,low,1,206.79,200.88,196.94,178.33,18.61,9.45,0.9055,0,75,normal,0,green
REC00994,2022,9,3,Sanitation,Dahanu,Maharashtra,Ayushman Bharat,C077,low,3,122.2,118.71,116.38,111.81,4.57,3.93,0.9607,0,82,normal,0,green
REC03406,2021,11,4,Infrastructure,Mumbai,Maharashtra,MGNREGA,C045,medium,1,540.74,525.29,514.99,461.02,53.97,10.48,0.8952,0,64,normal,0,green
REC04759,2021,5,2,Health,Nagpur,Maharashtra,Sarva Shiksha Abhiyan,C072,medium,2,376.67,365.9,358.73,298.24,60.49,16.86,0.8314,0,92,normal,0,green
REC05995,2021,5,2,Health,Dahanu,Maharashtra,Jal Jeevan Mission,C034,low,3,147.86,143.64,140.82,132.89,7.93,5.63,0.9437,0,71,normal,0,green
REC07263,2023,1,1,Housing,Raigad,Maharashtra,PM Awas Yojana,C029,low,3,396.81,385.47,377.91,415.38,37.47,9.92,1.0992,1,67,warning,1,yellow
REC08541,2022,5,2,Housing,Mumbai,Maharashtra,PM Gram Sadak Yojana,C074,medium,1,427.08,414.87,406.74,636.97,230.23,56.6,1.566,1,53,anomaly_over,2,red
REC05302,2024,7,3,Agriculture,Pune,Maharashtra,Ayushman Bharat,C010,low,1,283.01,274.92,269.53,173.42,96.11,35.66,0.6434,0,89,normal,0,green
REC00254,2022,5,2,Sanitation,Vadodara,Gujarat,Jal Jeevan Mission,C024,low,2,60.83,59.09,57.93,51.52,6.41,11.07,0.8893,0,88,normal,0,green
REC05861,2023,12,4,Sanitation,Nandurbar,Maharashtra,PM Fasal Bima Yojana,C092,medium,3,29.1,28.26,27.71,25.92,1.79,6.46,0.9354,0,93,normal,0,green
REC01785,2022,10,4,Infrastructure,Vadodara,Gujarat,Swachh Bharat Mission,C027,medium,2,1350.98,1312.38,1286.65,1147.42,139.23,10.82,0.8918,0,67,normal,0,green
REC09259,2021,6,2,Health,Anand,Gujarat,Sarva Shiksha Abhiyan,C009,low,3,170.94,166.06,162.8,51.1,111.7,68.61,0.3139,0,24,anomaly_under,2,red
REC04811,2022,3,1,Education,Dahanu,Maharashtra,PM Fasal Bima Yojana,C053,low,3,85.02,82.59,80.97,75.12,5.85,7.22,0.9278,0,64,normal,0,green
REC07548,2022,10,4,Sanitation,Pune,Maharashtra,MGNREGA,C064,medium,1,191.08,185.62,181.98,132.71,49.27,27.07,0.7293,0,63,warning,1,yellow
REC00808,2023,6,2,Agriculture,Rajkot,Gujarat,Jal Jeevan Mission,C059,low,2,76.42,74.24,72.78,60.56,12.22,16.79,0.8321,0,63,normal,0,green
REC04229,2024,1,1,Education,Bharuch,Gujarat,Jal Jeevan Mission,C078,low,3,38.21,37.12,36.39,31.15,5.24,14.4,0.856,0,70,normal,0,green
REC02388,2024,12,4,Infrastructure,Vadodara,Gujarat,PM Fasal Bima Yojana,C060,high,2,898.26,872.6,855.49,741.24,114.25,13.35,0.8665,0,87,normal,0,green
REC02506,2023,3,1,Agriculture,Anand,Gujarat,Jal Jeevan Mission,C063,medium,3,147.21,143.0,140.2,100.7,39.5,28.17,0.7183,0,60,normal,0,green
REC08281,2022,2,1,Infrastructure,Ahmedabad,Gujarat,PM Fasal Bima Yojana,C092,medium,1,4281.03,4158.71,4077.17,4651.66,574.49,14.09,1.1409,1,69,warning,1,yellow
REC03760,2021,7,3,Health,Surat,Gujarat,PM Awas Yojana,C052,low,1,560.18,544.17,533.5,466.27,67.23,12.6,0.874,0,68,normal,0,green
REC09607,2022,10,4,Agriculture,Palghar,Maharashtra,Sarva Shiksha Abhiyan,C046,low,3,97.97,95.17,93.3,24.86,68.44,73.35,0.2665,0,10,anomaly_under,2,red
REC08454,2024,8,3,Agriculture,Nashik,Maharashtra,PM Awas Yojana,C024,low,2,228.09,221.57,217.23,119.48,97.75,45.0,0.55,0,66,warning,1,yellow
REC02582,2021,3,1,Infrastructure,Nagpur,Maharashtra,Ayushman Bharat,C029,low,2,971.38,943.62,925.12,699.5,225.62,24.39,0.7561,0,77,normal,0,green
REC09598,2023,6,2,Agriculture,Pune,Maharashtra,Ayushman Bharat,C063,medium,1,409.59,397.89,390.09,78.36,311.73,79.91,0.2009,0,29,anomaly_under,2,red
REC04049,2021,7,3,Health,Ahmedabad,Gujarat,PM Awas Yojana,C033,low,1,157.35,152.86,149.86,131.92,17.94,11.97,0.8803,0,67,normal,0,green
REC04332,2022,2,1,Infrastructure,Palghar,Maharashtra,Jal Jeevan Mission,C075,low,3,931.25,904.64,886.9,738.1,148.8,16.78,0.8322,0,71,normal,0,green
REC00438,2024,3,1,Infrastructure,Vadodara,Gujarat,PM Fasal Bima Yojana,C100,low,2,329.28,319.87,313.6,267.85,45.75,14.59,0.8541,0,64,normal,0,green
REC05428,2021,8,3,Infrastructure,Raigad,Maharashtra,Ayushman Bharat,C015,medium,3,224.57,218.16,213.88,177.06,36.82,17.22,0.8278,0,88,normal,0,green
REC05433,2021,3,1,Agriculture,Dahanu,Maharashtra,Jal Jeevan Mission,C081,low,3,115.3,112.01,109.81,72.67,37.14,33.82,0.6618,0,78,normal,0,green
REC09261,2022,5,2,Infrastructure,Nashik,Maharashtra,Ayushman Bharat,C086,low,2,2467.1,2396.61,2349.62,275.51,2074.11,88.27,0.1173,0,9,anomaly_under,2,red
REC04108,2022,8,3,Infrastructure,Palghar,Maharashtra,PM Gram Sadak Yojana,C083,medium,3,912.94,886.86,869.47,691.87,177.6,20.43,0.7957,0,72,normal,0,green
REC08328,2021,9,3,Agriculture,Surat,Gujarat,Swachh Bharat Mission,C004,low,1,50.66,49.22,48.25,52.95,4.7,9.74,1.0974,1,42,warning,1,yellow
REC00340,2024,6,2,Housing,Rajkot,Gujarat,Sarva Shiksha Abhiyan,C088,low,2,209.51,203.52,199.53,154.32,45.21,22.66,0.7734,0,71,normal,0,green
REC03569,2023,8,3,Housing,Nagpur,Maharashtra,Jal Jeevan Mission,C017,low,2,677.12,657.78,644.88,570.63,74.25,11.51,0.8849,0,71,normal,0,green
REC01503,2023,2,1,Housing,Vadodara,Gujarat,PM Gram Sadak Yojana,C002,medium,2,809.24,786.11,770.7,627.97,142.73,18.52,0.8148,0,60,normal,0,green
REC00840,2023,4,2,Infrastructure,Raigad,Maharashtra,PM Awas Yojana,C089,medium,3,232.17,225.53,221.11,165.91,55.2,24.96,0.7504,0,89,normal,0,green
REC09778,2021,2,1,Agriculture,Palghar,Maharashtra,PM Fasal Bima Yojana,C032,medium,3,175.25,170.24,166.9,60.22,106.68,63.92,0.3608,0,24,anomaly_under,2,red
REC04383,2021,8,3,Agriculture,Vadodara,Gujarat,Sarva Shiksha Abhiyan,C033,low,2,104.97,101.97,99.97,76.83,23.14,23.15,0.7685,0,75,normal,0,green
